D30	1	500
D30	501	1000
D30	1001	1500
D30	1501	2000
D30	2001	2500
D30	2501	3000
D30	3001	3500
D30	3501	4000
D30	4001	4500
D30	4501	5000
D30	5001	5500
D30	5501	6000
D30	6001	6500
D30	6501	7000
D30	7001	7500
D30	7501	8000
D30	8001	8500
D30	8501	9000
D30	9001	9500
D30	9501	10000
D30	10001	10500
D30	10501	11000
D30	11001	11500
D30	11501	12000
D30	12001	12500
D30	12501	13000
D30	13001	13500
D30	13501	14000
D30	14001	14149
