D11	1	500
D11	501	1000
D11	1001	1500
D11	1501	2000
D11	2001	2500
D11	2501	3000
D11	3001	3500
D11	3501	4000
D11	4001	4500
D11	4501	5000
D11	5001	5500
D11	5501	6000
D11	6001	6500
D11	6501	7000
D11	7001	7500
D11	7501	8000
D11	8001	8500
D11	8501	9000
D11	9001	9500
D11	9501	10000
D11	10001	10500
D11	10501	11000
D11	11001	11500
D11	11501	12000
D11	12001	12500
D11	12501	12912
